"IdAlumno","PromedioAcum","Genero"
"A39218",80.425,"F"
"A39219",72.489,"M"
"A39221",86.566,"M"
"A39223",78.352,"F"
"A39224",71.2,"M"
"A39225",87.736,"F"
"A39228",76.702,"F"
"A39230",83.117,"M"
"A39231",82.075,"M"
"A39232",83.108,"M"
"A39233",79.232,"F"
"A39235",71.968,"M"
"A39236",59.272,"M"
"A39238",84.49,"F"
"A39239",78.787,"M"
"A39246",0,"M"
"A39248",78.021,"F"
"A39251",77.745,"M"
"A39253",89.06,"F"
"A39254",76.177,"M"
"A39255",89.918,"M"
"A39257",79.651,"M"
"A39260",80.682,"F"
"A39263",78,"M"
"A39264",85.233,"M"
"A39265",78.314,"F"
"A39266",83.268,"F"
"A39268",90.162,"M"
"A39271",87.743,"F"
"A39273",92.384,"M"
"A39274",90.45,"F"
"A39276",79.769,"M"
"A39277",87.763,"M"
"A39278",83.06,"F"
"A39279",70,"M"
"A39280",92.3,"F"
"A39281",88.512,"F"
"A39282",79.487,"M"
"A39283",90.648,"F"
"A39284",90.656,"M"
"A39285",89.279,"F"
"A39286",79.083,"M"
"A39290",70.935,"M"
"A39291",88.806,"M"
"A39292",77.333,"M"
"A39293",73.291,"M"
"A39294",79.09,"M"
"A39296",90.5,"M"
"A39297",79.857,"M"
"A39298",89.93,"M"
"A39300",80.583,"M"
"A39301",79.6,"M"
"A39303",75.73,"M"
"A39305",72.114,"M"
"A39306",72.315,"F"
"A39307",78.146,"F"
"A39308",86.5,"M"
"A39309",90.35,"M"
"A39311",85.677,"F"
"A39312",79.842,"M"
"A39313",91.656,"M"
"A39314",77.097,"M"
"A39315",94.531,"F"
"A39316",92.657,"F"
"A39322",75.878,"F"
"A39328",97.921,"F"
"A39329",77.851,"F"
"A39338",90.54,"F"
"A39341",72.447,"M"
"A39342",78.794,"M"
"A39346",88.775,"F"
"A39348",80.25,"F"
"A39349",77.655,"M"
"A39353",87.324,"M"
"A39354",85.08,"M"
"A39355",72.631,"M"
"A39356",82.413,"F"
"A39358",91,"M"
"A39363",73.521,"M"
"A39367",88.083,"M"
"A39368",85.394,"M"
"A39369",89.051,"M"
"A39371",90,"M"
"A39372",69.727,"M"
"A39373",90.437,"M"
"A39374",79.292,"M"
"A39376",83.057,"F"
"A39377",90.692,"F"
"A39378",75.589,"M"
"A39379",86.937,"F"
"A39380",89.82,"F"
"A39381",83.696,"M"
"A39382",92.97,"F"
"A39383",69.742,"F"
"A39386",82.166,"M"
"A39387",80.105,"M"
"A39389",94.864,"M"
"A39390",87.225,"F"
"A39392",93.84,"F"
"A39393",79.39,"F"
"A39394",86.377,"F"
"A39396",84.948,"F"
"A39397",77.743,"M"
"A39398",87.611,"F"
"A39399",76.871,"M"
"A39400",79.441,"F"
"A39402",87.242,"F"
"A39403",79.562,"F"
"A39404",85.783,"M"
"A39406",69.029,"M"
"A39408",86.32,"F"
"A39409",78.676,"F"
"A39410",79.139,"M"
"A39411",85.078,"M"
"A39412",84.921,"F"
"A39414",76.323,"M"
"A39419",83.309,"M"
"A39420",0,"M"
"A39421",81.4,"F"
"A39422",76.27,"M"
"A39425",81.076,"M"
"A39429",76.542,"M"
"A39430",79.2,"M"
"A39432",88.245,"M"
"A39436",80.027,"M"
"A39437",81,"M"
"A39440",86.2,"M"
"A39441",91.666,"M"
"A39443",89.741,"F"
"A39446",76.026,"M"
"A39448",79.7,"M"
"A39449",88.216,"M"
"A39450",87.529,"F"
"A39451",90.172,"F"
"A39452",84.974,"F"
"A39453",85.964,"F"
"A39454",85.675,"F"
"A39455",87.212,"F"
"A39457",89.222,"F"
"A39458",92.21,"M"
"A39459",83.657,"M"
"A39460",91.6,"F"
"A39464",82.03,"M"
"A39467",79.193,"M"
"A39468",86.071,"F"
"A39469",70.148,"M"
"A39470",83.6,"F"
"A39471",90.277,"F"
"A39473",74.447,"M"
"A39474",80.547,"F"
"A39476",81.769,"F"
"A39478",73,"M"
"A39479",97.119,"F"
"A39482",95,"M"
"A39483",90.078,"M"
"A39484",88.975,"M"
"A39486",89.729,"M"
"A39487",83.075,"M"
"A39488",79.75,"M"
"A39489",84.865,"F"
"A39490",76.264,"M"
"A39491",96.731,"M"
"A39492",84.794,"M"
"A39493",85.461,"F"
"A39495",68.4,"M"
"A39497",79.54,"F"
"A39498",84.738,"F"
"A39499",86.675,"M"
"A39501",71.588,"M"
"A39502",86.419,"F"
"A39504",86.277,"F"
"A39505",94.225,"F"
"A39506",84.028,"F"
"A39510",81.687,"F"
"A39511",79.518,"F"
"A39514",73.692,"M"
"A39515",67.935,"M"
"A39516",80.214,"M"
"A39517",88.4,"F"
"A39518",97.655,"F"
"A39519",79.235,"M"
"A39520",91.857,"M"
"A39523",92.675,"F"
"A39524",88.976,"M"
"A39525",86.27,"M"
"A39527",77.35,"M"
"A39530",84,"M"
"A39531",88.452,"M"
"A39533",78.157,"F"
"A39534",83.68,"F"
"A39537",79.104,"M"
"A39538",88.09,"F"
"A39539",84.317,"F"
"A39545",76.25,"M"
"A39546",81.424,"M"
"A39548",84.325,"M"
"A39549",85.972,"M"
"A39550",91.117,"F"
"A39552",92.157,"M"
"A39553",84,"F"
"A39554",90.648,"M"
"A39555",95.081,"F"
"A39557",85.451,"F"
"A39558",78.083,"M"
"A39559",93.615,"F"
"A39560",87.425,"M"
"A39561",82.024,"M"
"A39562",81.414,"M"
"A39564",84.8,"M"
"A39566",81.761,"M"
"A39567",87.894,"M"
"A39569",67.806,"M"
"A39570",81.552,"M"
"A39571",74.942,"M"
"A39572",87.641,"M"
"A39573",94.162,"F"
"A39574",90.523,"F"
"A39576",87.24,"M"
"A39577",85.7,"M"
"A39578",81.307,"F"
"A39581",86.421,"F"
"A39583",78.218,"F"
"A39584",69.5,"M"
"A39585",80.794,"M"
"A39586",80.837,"M"
"A39587",70.6,"M"
"A39588",77.638,"M"
"A39589",84.923,"F"
"A39591",94.687,"F"
"A39592",78.82,"F"
"A39593",90.458,"M"
"A39594",86.918,"F"
"A39596",81.846,"F"
"A39597",83,"M"
"A39598",75.655,"F"
"A39600",91.976,"M"
"A39604",70.181,"M"
"A39606",82.108,"M"
"A39612",79.111,"F"
"A39613",80.447,"F"
"A39614",77.578,"M"
"A39617",77.562,"F"
"A39622",90.714,"M"
"A39623",76.461,"F"
"A39625",98.052,"F"
"A39626",79,"M"
"A39627",75.481,"M"
"A39629",74.843,"M"
"A39630",94.525,"M"
"A39633",87.35,"F"
"A39634",74.476,"M"
"A39635",78.5,"M"
"A39636",86,"M"
"A39638",93.324,"M"
"A39640",83.745,"M"
"A39641",88.775,"F"
"A39644",78.15,"M"
"A39645",86.461,"M"
"A39647",76.571,"F"
"A39648",89,"M"
"A39651",91.972,"F"
"A39652",88.4,"M"
"A39653",72.952,"M"
"A39655",84.189,"M"
"A39657",85.656,"M"
"A39659",94.523,"F"
"A39661",91.27,"M"
"A39662",77.586,"M"
"A39664",83.315,"M"
"A39670",83.078,"M"
"A39673",83.257,"F"
"A39676",97.517,"M"
"A39677",87.833,"F"
"A39678",93.853,"F"
"A39679",73.689,"M"
"A39681",69.045,"M"
"A39684",97.06,"M"
"A39685",77.157,"F"
"A39686",78.695,"F"
"A39693",76.648,"M"
"A39696",78.5,"F"
"A39698",83.767,"F"
"A39699",84.161,"F"
"A39702",71.764,"M"
"A39704",84.264,"F"
"A39705",84.75,"F"
"A39706",75.964,"M"
"A39708",75.382,"M"
"A39709",72.971,"M"
"A39710",81.111,"M"
"A39712",98.297,"F"
"A39713",80.884,"M"
"A39716",92.024,"F"
"A39717",76.5,"F"
"A39719",91.269,"F"
"A39720",87.947,"M"
"A39722",0,"M"
"A39724",95.84,"F"
"A39725",93.1,"M"
"A39726",86.666,"M"
"A39727",80.1,"F"
"A39728",75.833,"M"
"A39729",79.266,"F"
"A39730",0,"F"
"A39731",94.307,"F"
"A39732",90.825,"F"
"A39740",78.302,"M"
"A39741",67.625,"F"
"A39742",84.678,"M"
"A39743",81.888,"F"
"A39744",65.411,"M"
"A39745",70.432,"M"
"A39746",89.923,"M"
"A39747",75.241,"F"
"A39750",78.375,"M"
"A39751",73.266,"M"
"A39752",95.2,"M"
"A39753",88.927,"M"
"A39754",80.625,"M"
"A39757",89.733,"F"
"A39758",0,"F"
"A39759",83.75,"F"
"A39761",0,"F"
"A39762",73.7,"M"
"A39763",83.166,"M"
"A39764",89.28,"M"
"A39765",89.888,"F"
"A39767",85.25,"F"
"A39769",92.16,"F"
"A39772",78.846,"F"
"A39774",89.48,"F"
"A39776",78,"M"
"A39778",78.592,"F"
"A39780",77.928,"M"
"A39781",79.75,"F"
"A39782",83.04,"F"
"A39783",97.1,"F"
"A39784",76.958,"M"
"A39785",89.4,"F"
"A39786",89.4,"M"
"A39788",79.48,"F"
"A39790",82.277,"M"
"A39793",86.76,"M"
"A39795",80.413,"M"
"A39799",83.428,"F"
"A39800",86.142,"F"
"A39801",83.4,"F"
"A39803",97.592,"F"
"A39804",88.576,"F"
"A39805",85.76,"F"
"A39808",84.52,"F"
"A39812",83.142,"M"
"A39814",86.739,"M"
"A39815",85.648,"M"
"A39816",67.05,"M"
"A39817",80.777,"F"
"A39818",84.037,"F"
"A39819",87.227,"F"
"A39821",88.4,"F"
"A39822",85.346,"M"
"A39823",93.782,"F"
"A39824",82.73,"F"
"A39827",90.823,"F"
"A39830",88.428,"F"
"A39831",89.538,"F"
"A39833",91.304,"F"
"A39839",88.21,"F"
"A39840",77.428,"F"
"A39841",83.296,"F"
"A39842",93.925,"M"
"A39843",77.269,"F"
"A39844",88.52,"M"
"A39845",96.642,"M"
"A39846",71.684,"M"
"A39847",87.869,"F"
"A39848",73.526,"M"
"A39849",87.75,"F"
"A39850",88.076,"M"
"A39851",97.775,"M"
"A39852",98.133,"M"
"A39853",85.666,"F"
"A39855",79.777,"M"
"A39857",87.035,"F"
"A39858",89.739,"F"
"A39861",89.173,"F"
"A39862",82.103,"M"
"A39864",78.052,"F"
"A39865",81.916,"M"
"A39866",70,"M"
"A39867",0,"M"
"A39868",85.826,"M"
"A39869",91.821,"M"
"A39873",54.5,"M"
"A39874",86.791,"F"
"A39876",0,"F"
"A39877",84.444,"M"
"A39880",86.846,"F"
"A39881",87,"F"
"A39882",97.423,"M"
"A39883",77.476,"M"
"A39884",84.73,"F"
"A39885",82.884,"F"
"A39886",75.392,"F"
"A39887",85.342,"F"
"A39888",77.136,"M"
"A39890",79.4,"M"
"A39891",91.833,"F"
"A39892",79.291,"F"
"A39893",84.629,"M"
"A39896",94.5,"M"
"A39899",78.346,"M"
"A39900",87,"M"
"A39901",90.041,"M"
"A39903",91.56,"M"
"A39904",97.269,"F"
"A39906",83.821,"M"
"A39908",88.333,"F"
"A39909",88.153,"F"
"A39910",92.678,"F"
"A39911",84.769,"F"
"A39912",87.935,"F"
"A39913",89.884,"F"
"A39915",89.72,"F"
"A39918",85.04,"F"
"A39921",88.666,"F"
"A39922",91.04,"M"
"A39926",84.185,"F"
"A39928",86.166,"F"
"A39929",90,"F"
"A39932",85.166,"F"
"A39934",88.36,"F"
"A39935",91.28,"F"
"A39936",89.592,"F"
"A39937",79.962,"M"
"A39939",77.105,"M"
"A39941",92.541,"M"
"A39942",84.352,"M"
"A39943",67.705,"M"
"A39944",79.636,"M"
"A39945",88.318,"M"
"A39948",79.625,"M"
"A39949",65.285,"M"
"A39950",82.411,"M"
"A39954",91.8,"F"
"A39956",81.638,"M"
"A39957",79.807,"M"
"A39958",92.428,"M"
"A39959",85.961,"M"
"A39960",82.861,"M"
"A39961",94.88,"F"
"A39966",93.5,"M"
"A39972",79.615,"F"
"A39973",93.083,"F"
"A39974",77.066,"M"
"A39976",86.04,"F"
"A39978",90.884,"F"
"A39980",97.741,"F"
"A39981",93.346,"M"
"A39984",86.84,"F"
"A39987",72.653,"M"
"A39988",91.368,"F"
"A39989",79,"F"
"A39990",88,"M"
"A39994",69.833,"M"
"A39995",85.833,"M"
"A39996",89.956,"F"
"A39997",77,"F"
"A39999",90.923,"F"
"A40003",83.208,"F"
"A40004",76.434,"M"
"A40005",88.307,"F"
"A40006",87.24,"F"
"A40007",93.827,"F"
"A40008",90.482,"F"
"A40010",83.925,"F"
"A40013",86.739,"F"
"A40014",87.238,"M"
"A40015",80.8,"F"
"A40016",92.971,"M"
"A40020",79.785,"M"
"A40021",81.727,"M"
"A40022",77.037,"M"
"A40024",86.807,"M"
"A40027",90.222,"M"
"A40028",93.777,"M"
"A40029",83,"M"
"A40031",78.56,"M"
"A40032",84.222,"F"
"A40033",75,"M"
"A40034",93.275,"F"
"A40035",81.081,"F"
"A40036",71.606,"M"
"A40038",72.434,"M"
"A40039",77.12,"M"
"A40041",72.473,"M"
"A40042",77.272,"M"
"A40044",74.135,"M"
"A40046",82.4,"F"
"A40048",68.375,"M"
"A40049",84.777,"M"
"A40052",87.433,"M"
"A40054",94.629,"M"
"A40058",88.269,"F"
"A40059",79.448,"M"
"A40062",78.074,"M"
"A40064",95.25,"M"
"A40066",87.423,"M"
"A40068",87.074,"M"
"A40069",88.25,"M"
"A40070",76.8,"M"
"A40071",88.629,"M"
"A40073",86.714,"F"
"A40074",80.291,"F"
"A40075",77.24,"M"
"A40076",83.5,"M"
"A40077",77.181,"M"
"A40078",87.473,"F"
"A40080",78.38,"F"
"A40081",73.5,"M"
"A40082",86.444,"F"
"A40083",97.216,"M"
"A40085",65.75,"M"
"A40088",85.142,"M"
"A40089",85.315,"M"
"A40090",81.48,"M"
"A40091",82.185,"F"
"A40092",78.7,"M"
"A40093",69.964,"M"
"A40094",79.24,"M"
"A40095",89.48,"M"
"A40096",80.12,"M"
"A40097",71.857,"M"
"A40098",79.173,"M"
"A40099",86.964,"M"
"A40102",73.761,"M"
"A40103",74.826,"M"
"A40105",74.428,"F"
"A40106",85.92,"M"
"A40107",95.964,"M"
"A40108",70.941,"M"
"A40110",74.2,"M"
"A40112",87,"M"
"A40113",71.111,"F"
"A40114",88.32,"F"
"A40115",86.38,"F"
"A40116",79.37,"M"
"A40117",0,"M"
"A40118",81.961,"F"
"A40119",89.518,"F"
"A40120",73.562,"F"
"A40121",71.05,"M"
"A40122",75.607,"M"
"A40123",70.333,"M"
"A40125",82.185,"M"
"A40128",80.709,"M"
"A40129",90.695,"M"
"A40130",92.965,"F"
"A40131",85.466,"F"
"A40133",79.5,"M"
"A40134",74.238,"M"
"A40135",84.038,"F"
"A40136",77.538,"M"
"A40138",89.619,"F"
"A40140",84.652,"M"
"A40142",94.461,"F"
"A40143",91.631,"M"
"A40144",82.68,"F"
"A40145",83.277,"M"
"A40150",80.16,"M"
"A40151",84.96,"F"
"A40152",92.538,"F"
"A40153",79.4,"M"
"A40154",75.708,"M"
"A40155",73.36,"F"
"A40158",85.12,"F"
"A40159",83.444,"M"
"A40160",70.617,"F"
"A40163",90.578,"F"
"A40164",81.607,"M"
"A40166",91.655,"F"
"A40167",83.482,"M"
"A40169",79.344,"F"
"A40170",77,"M"
"A40171",83.133,"M"
"A40172",81.478,"M"
"A40176",90.653,"M"
"A40177",80.814,"M"
"A40182",82.26,"M"
"A40183",77.318,"M"
"A40184",84.75,"F"
"A40187",73.933,"M"
"A40188",88.541,"M"
"A40190",81.807,"M"
"A40192",76.272,"F"
"A40198",82.8,"F"
"A40199",82.555,"F"
"A40200",79.714,"F"
"A40202",73.13,"M"
"A40203",90.28,"M"
"A40204",80.391,"F"
"A40205",84.931,"M"
"A40206",87,"F"
"A40207",91.73,"F"
"A40210",87.32,"M"
"A40212",82.621,"F"
"A40214",84.333,"F"
"A40215",80.892,"F"
"A40216",71.066,"M"
"A40219",70.047,"M"
"A40220",82.285,"F"
"A40221",77.095,"M"
"A40222",80.32,"F"
"A40227",73.769,"M"
"A40228",73.555,"M"
"A40230",90.785,"M"
"A40231",78.068,"F"
"A40232",86.32,"M"
"A40235",79.555,"F"
"A40236",88.76,"M"
"A40237",92.24,"F"
"A40238",77.92,"M"
"A40240",75,"F"
"A40241",83.333,"F"
"A40242",73.045,"F"
"A40243",74.76,"M"
"A40244",79.285,"M"
"A40245",81.629,"M"
"A40246",92.259,"F"
"A40247",87.96,"F"
"A40249",79.38,"M"
"A40251",75.5,"F"
"A40253",84.846,"F"
"A40254",89.7,"F"
"A40256",81.666,"M"
"A40257",86.8,"F"
"A40259",81.041,"F"
"A40260",73.066,"M"
"A40262",77.958,"F"
"A40263",82.461,"M"
"A40264",75.608,"F"
"A40265",79.28,"M"
"A40266",82.978,"M"
"A40267",90.357,"M"
"A40268",83.642,"M"
"A40270",96.615,"M"
"A40272",67.333,"M"
"A40275",80.083,"M"
"A40276",0,"F"
"A40279",70.6,"F"
"A40281",87.066,"F"
"A40283",0,"M"
"A40284",80.076,"F"
"A40285",87.5,"M"
"A40286",82.153,"F"
"A40287",90.538,"M"
"A40288",0,"M"
"A40289",87.352,"F"
"A40291",80.2,"F"
"A40292",83.846,"M"
"A40294",84.428,"M"
"A40297",86.928,"M"
"A40300",83.076,"F"
"A40302",88.461,"F"
"A40304",96.384,"M"
"A40305",82,"M"
"A40306",92.384,"M"
"A40307",94.076,"F"
"A40308",84.181,"F"
"A40309",81.769,"M"
"A40310",100,"F"
"A40311",96.09,"F"
"A40312",76.807,"M"
"A40315",85.615,"M"
"A40316",87.923,"M"
"A40317",83.555,"M"
"A40319",77.187,"M"
"A40320",88.571,"M"
"A40321",93.142,"M"
"A40322",96.133,"M"
"A40323",83.75,"M"
"A40324",74,"M"
"A40326",85,"M"
"A40328",63,"M"
"A40330",88.857,"F"
"A40331",79.565,"F"
"A40333",91.714,"M"
"A40334",85.892,"M"
"A40335",87.583,"M"
"A40338",82.533,"F"
"A40339",63.818,"M"
"A40340",92.785,"F"
"A40341",68.142,"M"
"A40342",90.384,"F"
"A40343",86.833,"M"
"A40346",85.23,"F"
"A40348",91.666,"M"
"A40349",89.769,"M"
"A40350",87.916,"M"
"A40351",95.692,"F"
"A40352",97.615,"F"
"A40353",81.357,"M"
"A40354",82,"F"
"A40355",90.6,"M"
"A40356",76.888,"M"
"A40357",72.3,"M"
"A40358",72.692,"M"
"A40359",77.125,"M"
"A40360",63.2,"M"
"A40362",88.437,"M"
"A40363",85.857,"M"
"A40364",0,"M"
"A40365",78.571,"M"
"A40366",80.416,"M"
"A40368",88.583,"M"
"A40370",87.25,"F"
"A40372",84.076,"F"
"A40374",92.769,"F"
"A40375",72.777,"F"
"A40376",84.153,"F"
"A40377",80.4,"F"
"A40379",86.142,"F"
"A40381",71.571,"M"
"A40389",83.333,"M"
"A40390",85,"M"
"A40393",94.2,"M"
"A40394",96,"M"
"A40395",93.25,"M"
"A40396",89.933,"F"
"A40397",79.09,"F"
"A40398",85.066,"F"
"A40399",87.625,"M"
"A40400",90.8,"F"
"A40401",89.384,"F"
"A40403",84.23,"M"
"A40404",78.555,"F"
"A40408",81.785,"M"
"A40410",70.5,"M"
"A40413",88.4,"M"
"A40414",79.416,"M"
"A40415",79.692,"M"
"A40416",91.615,"M"
"A40417",83.384,"M"
"A40418",87.923,"M"
"A40420",80,"M"
"A40422",87.615,"M"
"A40423",84.714,"M"
"A40424",98.153,"M"
"A40425",91.928,"M"
"A40427",84.692,"M"
"A40428",87.428,"F"
"A40429",81,"M"
"A40430",84.615,"M"
"A40431",84.733,"M"
"A40433",86.923,"M"
"A40435",95.461,"F"
"A40436",90.461,"F"
"A40438",96.6,"F"
"A40439",85.285,"M"
"A40440",98.153,"M"
"A40441",94.812,"M"
"A40442",75.8,"M"
"A40443",88.769,"F"
"A40445",75.9,"M"
"A40446",89.769,"F"
"A40448",77.916,"M"
"A40449",85,"F"
"A40450",81.714,"F"
"A40451",90.428,"F"
"A40454",92.153,"M"
"A40455",90.857,"F"
"A40456",90,"F"
"A40457",89.615,"F"
"A40459",94.75,"F"
"A40460",92.833,"F"
"A40461",98.461,"F"
"A40462",0,"M"
"A40463",87,"M"
"A40464",96.375,"M"
"A40468",74.769,"M"
"A40471",94,"F"
"A40473",83.538,"M"
"A40475",0,"M"
"A40476",87.642,"F"
"A40477",89.692,"F"
"A40478",83.538,"M"
"A40479",87.133,"M"
"A40480",78.615,"F"
"A40481",94.769,"F"
"A40483",86.923,"F"
"A40485",79.59,"M"
"A40486",86.571,"M"
"A40487",92.538,"M"
"A40490",92.307,"F"
"A40491",0,"M"
"A40494",77.428,"M"
"A40495",95,"F"
"A40496",83.2,"F"
"A40497",95.933,"F"
"A40498",45.25,"F"
"A40499",90.571,"F"
"A40500",77.916,"F"
"A40501",92.4,"F"
"A40502",86.333,"F"
"A40505",90.615,"F"
"A40510",91.1,"F"
"A40511",93.071,"F"
"A40513",97.933,"F"
"A40515",81.785,"F"
"A40519",90.428,"F"
"A40520",77.125,"M"
"A40521",82.727,"F"
"A40522",74.2,"M"
"A40523",0,"M"
"A40524",68.181,"M"
"A40525",82.428,"F"
"A40526",88.56,"M"
"A40528",93.076,"F"
"A40529",79.571,"F"
"A40531",97.464,"F"
"A40535",91.538,"F"
"A40536",81.142,"M"
"A40537",78.866,"F"
"A40539",80.2,"F"
"A40542",74.818,"F"
"A40543",86,"F"
"A40545",76.411,"M"
"A40546",0,"M"
"A40547",89.333,"F"
"A40548",85.285,"F"
"A40549",86.333,"M"
"A40550",96.071,"F"
"A40552",90.88,"F"
"A40553",99,"F"
"A40554",98.916,"F"
"A40555",89.428,"M"
"A40556",84.533,"F"
"A40557",88.25,"F"
"A40559",85.461,"M"
"A40560",80.384,"M"
"A40561",73.75,"M"
"A40562",81.562,"M"
"A40565",82.461,"M"
"A40568",91.933,"F"
"A40569",95.066,"M"
"A40570",85.466,"F"
"A40571",80.2,"M"
"A40572",91.714,"M"
"A40574",84,"M"
"A40575",80.733,"M"
"A40576",79.437,"M"
"A40578",83.3,"F"
"A40580",84.733,"M"
"A40581",68.5,"M"
"A40582",85.909,"M"
"A40583",55.5,"M"
"A40586",88.285,"M"
"A40587",89.666,"M"
"A40588",83.8,"M"
"A40589",82.307,"M"
"A40591",89.076,"F"
"A40592",79.142,"M"
"A40593",81.533,"M"
"A40594",90.571,"F"
"A40595",78.733,"M"
"A40597",86.75,"M"
"A40598",86.384,"M"
"A40600",89.062,"F"
"A40601",91.923,"F"
"A40602",79.571,"F"
"A40603",81.375,"F"
"A40605",88.23,"F"
"A40606",85.16,"M"
"A40607",88.687,"M"
"A40608",80.357,"M"
"A40610",67.777,"F"
"A40611",93.615,"M"
"A40612",85.5,"M"
"A40613",77.375,"F"
"A40614",74.571,"F"
"A40615",88.785,"M"
"A40617",88.75,"M"
"A40618",78.125,"M"
"A40620",85.285,"M"
"A40623",94.214,"M"
"A40624",86.4,"M"
"A40626",85.769,"M"
"A40627",92.357,"M"
"A40628",90.2,"F"
"A40629",98.846,"F"
"A40630",75,"M"
"A40631",81.8,"M"
"A40632",84.92,"F"
"A40633",91.923,"M"
"A40634",92.214,"M"
"A40636",88.357,"F"
"A40639",86.083,"M"
"A40640",84.866,"M"
"A40641",0,"M"
"A40642",74.833,"M"
"A40643",85,"M"
"A40646",84.923,"M"
"A40647",72.842,"M"
"A40649",80.222,"M"
"A40651",82.269,"F"
"A40652",86.785,"M"
"A40653",85.857,"F"
"A40655",76.5,"M"
"A40657",89.769,"F"
"A40658",82.071,"M"
"A40659",89.538,"M"
"A40660",94.928,"F"
"A40661",88.857,"F"
"A40662",92.4,"F"
"A40663",80.533,"F"
"A40664",89.076,"M"
"A40665",0,"F"
"A40667",86.583,"F"
"A40668",92.769,"M"
"A40670",82.533,"F"
"A40671",92.875,"M"
"A40672",76.466,"M"
"A40675",82.692,"F"
"A40676",76.75,"F"
"A40677",87,"M"
"A40678",86.076,"F"
"A40679",84,"F"
"A40680",86.187,"M"
"A40683",75.75,"F"
"A40684",69,"F"
"A40686",85.55,"M"
"A40687",84.583,"F"
"A40688",87.571,"F"
"A40689",79.923,"F"
"A40690",81.153,"M"
"A40692",86.642,"F"
"A40694",90.214,"M"
"A40695",92.545,"F"
"A40698",82,"M"
"A40699",91.285,"F"
"A40702",91.642,"F"
"A40703",77.5,"F"
"A40705",84.461,"F"
"A40706",85.181,"F"
"A40708",85.23,"F"
"A40709",87,"F"
"A40710",86.666,"F"
"A40713",0,"M"
"A40715",0,"M"
"A40716",92.642,"F"
"A40718",76.666,"M"
"A40719",85.384,"M"
"A40720",0,"F"
"A40721",87.076,"F"
"A40723",73,"M"
"A40724",98.666,"F"
"A40725",87.461,"M"
"A40727",80.333,"M"
"A40729",72.285,"M"
"A40730",83.2,"F"
"A40731",90.846,"F"
"A40732",75.8,"M"
"A40736",77.857,"F"
"A40737",89,"M"
"A40738",76.928,"M"
"A40741",88.533,"F"
"A40743",95,"M"
"A40744",89.75,"M"
"A40745",90.214,"M"
"A40747",63.75,"M"
"A40748",77.833,"M"
"A40749",86.416,"M"
"A40751",88.666,"M"
"A40752",78,"M"
"A40753",0,"F"
"A40754",79.562,"M"
"A40755",80.285,"M"
"A40757",85.642,"F"
"A40758",83,"F"
"A40760",85.869,"M"
"A40761",93.923,"F"
"A40764",90.6,"F"
"A40766",87.285,"F"
"A40767",0,"F"
"A40768",87.1,"F"
"A40769",0,"M"
"A40771",80.333,"F"
"A40772",87.538,"F"
"A40773",85.384,"M"
"A40774",83.4,"M"
"A40776",81.357,"M"
"A40777",96.692,"F"
"A40782",77.642,"F"
"A40786",73.615,"M"
"A40788",94.466,"M"
"A40789",95,"F"
"A40790",95.866,"F"
"A40791",81.076,"F"
"A40792",84.875,"F"
"A40794",81.615,"F"
"A40795",87.846,"M"
"A40796",86.428,"F"
"A40797",86.187,"F"
"A40798",79.666,"F"
"A40799",89.461,"M"
"A40800",96.923,"F"
"A40801",86.266,"F"
"A40805",74.071,"M"
"A40806",89.466,"F"
"A40808",87,"F"
"A40809",0,"M"
"A40810",84.846,"M"
"A40811",90.071,"M"
"A40812",85.428,"M"
"A40813",80.857,"M"
"A40815",87.714,"M"
"A40816",0,"F"
"A40817",79.076,"M"
"A40818",0,"F"
"A40819",82.875,"M"
"A40820",0,"F"
"A40824",81.142,"M"
"A40826",85,"M"
"A40827",72.357,"M"
"A40828",85.25,"F"
"A40829",85.916,"M"
"A40830",73.142,"M"
"A40831",77.625,"M"
"A40832",71,"M"
"A40833",77.25,"F"
"A40834",86.466,"M"
"A40835",74.333,"M"
"A40836",78.384,"F"
"A40837",82.714,"F"
"A40838",87.846,"F"
"A40839",80.291,"M"
"A40842",93.142,"F"
"A40843",93.454,"F"
"A40844",85.307,"M"
"A40845",71.875,"M"
"A40847",81.4,"F"
"A40849",83.571,"F"
"A40851",81.428,"M"
"A40852",92.428,"M"
"A40853",93.166,"M"
"A40855",90.962,"M"
"A40856",0,"M"
"A40857",72.428,"M"
"A40860",82.923,"M"
"A40861",92.769,"F"
"A40862",69.733,"M"
"A40864",0,"M"
"A40868",0,"F"
"A40870",0,"M"
"A40872",0,"M"
"A40874",0,"M"
"A40876",0,"F"
"A40877",0,"M"
"A40878",0,"F"
"A40879",0,"F"
"A40880",0,"F"
"A40882",0,"M"
"A40884",0,"M"
"A40886",0,"F"
"A40887",0,"F"
"A40888",0,"M"
"A40889",0,"F"
"A40890",0,"M"
"A40891",0,"M"
"A40894",0,"M"
"A40898",0,"M"
"A40899",0,"F"
"A40900",0,"M"
"A40901",0,"M"
"A40902",0,"F"
"A40904",0,"F"
"A40906",0,"F"
"A40907",0,"F"
"A40908",0,"F"
"A40909",0,"F"
"A40912",0,"M"
"A40913",0,"M"
"A40914",0,"M"
"A41027",80.886,"F"
"A41031",73.169,"F"
"A41049",71.181,"F"
"A41059",95.288,"M"
"A41063",79.022,"M"
"A41072",84.777,"F"
"A41093",78.92,"M"
"A41109",72.721,"M"
"A41133",75.142,"M"
"A41156",93.163,"M"
"A41182",85.678,"F"
"A41186",86.257,"F"
