"IdAlumno","PromedioAcum","Genero"
"A85000",97.23,"F"
"A85001",90.23,"F"
"A85002",76.058,"M"
"A85003",75.625,"M"
"A85004",74.333,"F"
"A85005",81.363,"M"
"A85006",77.357,"M"
"A85007",85.333,"F"
"A85008",80.142,"M"
"A85010",68.846,"M"
"A85011",82.642,"F"
"A85013",83.153,"M"
"A85014",90.846,"F"
"A85015",90,"F"
"A85018",88.318,"F"
"A85022",84.857,"M"
"A85023",89.166,"F"
"A85024",76,"M"
"A85026",82.437,"M"
"A85027",87.625,"M"
"A85028",87.615,"F"
"A85030",86.615,"F"
"A85032",76.166,"M"
"A85033",82,"M"
"A85034",85.181,"M"
"A85035",91.266,"M"
"A85038",0,"M"
"A85039",81.562,"M"
"A85042",84.687,"M"
"A85043",72,"M"
"A85044",89.642,"M"
"A85045",93.133,"F"
"A85048",0,"F"
"A85050",71.133,"M"
"A85052",88.857,"M"
"A85054",78.466,"M"
"A85055",81.923,"M"
"A85056",77.692,"F"
"A85058",81,"M"
"A85059",80.692,"M"
"A85061",84.846,"M"
"A85062",79.933,"M"
"A85063",81.785,"M"
"A85064",91.692,"F"
"A85065",92,"F"
"A85066",90.133,"F"
"A85067",77.8,"F"
"A85068",91.923,"F"
"A85069",78.692,"F"
"A85070",80.071,"M"
"A85072",0,"M"
"A85073",79.923,"M"
"A85074",87.214,"M"
"A85075",0,"M"
"A85076",75.625,"M"
"A85077",88.266,"M"
"A85078",76.076,"M"
"A85079",58.571,"M"
"A85080",0,"M"
"A85081",83.923,"M"
"A85082",60.846,"M"
"A85084",75.5,"M"
"A85086",76.2,"M"
"A85087",71.076,"M"
"A85089",62,"M"
"A85090",87.285,"M"
"A85092",91.214,"F"
"A85093",79.375,"M"
"A85094",0,"M"
"A85100",67,"M"
"A85101",60.333,"M"
"A85102",86.461,"F"
"A85104",92.142,"M"
"A85105",83.5,"F"
"A85106",77.153,"M"
"A85107",76.23,"M"
"A85108",81.142,"F"
"A85109",96.785,"F"
"A85111",88.266,"F"
"A85112",87,"F"
"A85113",0,"M"
"A85114",88.785,"F"
"A85116",94.846,"M"
"A85117",89,"M"
"A85118",73.142,"F"
"A85119",0,"M"
"A85121",0,"F"
"A85122",0,"M"
"A85123",86.357,"M"
"A85124",75,"M"
"A85125",83.142,"F"
"A85126",90.785,"F"
"A85128",80.928,"F"
"A85129",79.733,"F"
"A85130",86.307,"M"
"A85132",89.571,"F"
"A85134",88.214,"F"
"A85135",87.866,"M"
"A85136",88,"F"
"A85137",93.533,"F"
"A85138",80.8,"M"
"A85140",83,"F"
"A85141",85,"M"
"A85142",93.357,"F"
"A85143",74,"F"
"A85144",85.8,"M"
"A85145",87.857,"M"
"A85148",96.571,"M"
"A85149",98.846,"F"
"A85150",89.142,"F"
"A85151",93.6,"F"
"A85152",93.714,"F"
"A85154",79.714,"F"
"A85155",78.307,"M"
"A85157",92.928,"F"
"A85158",79.875,"M"
"A85159",82.692,"M"
"A85160",87.23,"M"
"A85161",64.307,"M"
"A85163",92.307,"F"
"A85164",70.733,"M"
"A85166",89.307,"F"
"A85167",83.846,"M"
"A85169",83.076,"M"
"A85170",90.23,"F"
"A85171",80.6,"M"
"A85172",80,"F"
"A85174",89.928,"F"
"A85175",89.153,"F"
"A85176",78.416,"M"
"A85177",77.733,"F"
"A85178",0,"M"
"A85180",95.428,"F"
"A85181",0,"M"
"A85182",80.333,"F"
"A85187",74.083,"M"
"A85188",76.625,"M"
"A85190",94.769,"F"
"A85191",81.538,"F"
"A85192",90.333,"F"
"A85193",87.333,"F"
"A85194",72.533,"M"
"A85195",70.222,"M"
"A85196",79.187,"F"
"A85197",81.857,"M"
"A85200",82,"M"
"A85201",75.611,"F"
"A85202",84.666,"F"
"A85203",88.461,"F"
"A85207",91.846,"F"
"A85208",94.076,"F"
"A85210",88.416,"F"
"A85211",83.307,"F"
"A85212",87.2,"F"
"A85213",95.666,"F"
"A85215",85.916,"F"
"A85216",80.357,"F"
"A85217",92.733,"F"
"A85218",86.23,"F"
"A85219",90.357,"F"
"A85220",71.909,"M"
"A85221",95.333,"F"
"A85222",95,"F"
"A85223",98,"F"
"A85226",95.4,"F"
"A85227",88.384,"F"
"A85228",91.666,"F"
"A85230",90.538,"F"
"A85231",69.454,"M"
"A85232",90.538,"F"
"A85234",82.84,"F"
"A85238",83.5,"M"
"A85239",67.454,"M"
"A85241",89.571,"F"
"A85244",89.785,"F"
"A85245",87.076,"M"
"A85246",0,"M"
"A85247",0,"M"
"A85249",84.5,"M"
"A85250",79.896,"F"
"A85251",64,"M"
"A85252",89.818,"F"
"A85254",72.083,"F"
"A85255",80.4,"F"
"A85256",85.062,"F"
"A85257",91,"F"
"A85260",80,"F"
"A85261",93.071,"F"
"A85262",94.615,"F"
"A85263",84.461,"F"
"A85264",88.307,"F"
"A85266",0,"F"
"A85270",80.307,"M"
"A85271",98.461,"F"
"A85273",93,"F"
"A85275",89.684,"F"
"A85276",80.714,"F"
"A85278",75,"M"
"A85283",80.076,"F"
"A85284",80.785,"F"
"A85285",84,"M"
"A85287",82,"M"
"A85288",72.733,"M"
"A85290",31.666,"M"
"A85292",73.333,"M"
"A85294",74.142,"M"
"A85296",92.769,"F"
"A85297",0,"M"
"A85298",91.518,"F"
"A85299",61.333,"M"
"A85300",85.285,"M"
"A85301",67.2,"M"
"A85304",85.535,"F"
"A85306",79.357,"M"
"A85307",70.083,"F"
"A85309",93.777,"F"
"A85311",80.153,"F"
"A85313",72.29,"M"
"A85314",0,"M"
"A85315",0,"F"
"A85317",0,"M"
"A85318",0,"F"
"A85319",0,"M"
"A85320",0,"M"
"A85321",0,"M"
"A85323",0,"F"
"A85324",0,"M"
"A85325",0,"M"
"A85328",84.769,"F"
"A85329",79.428,"F"
"A85330",0,"M"
"A85331",0,"M"
"A85332",0,"F"
"A85334",0,"F"
"A85335",0,"M"
"A85336",0,"M"
"A85337",0,"M"
"A85338",0,"F"
"A85339",0,"F"
"A85340",0,"M"
"A85341",0,"M"
"A85344",0,"F"
"A85345",0,"F"
"A85346",0,"F"
"A85349",0,"F"
"A85350",0,"M"
"A85354",0,"F"
"A85358",0,"M"
"A85359",0,"M"
"A85363",0,"M"
"A85364",0,"M"
"A85366",0,"F"
"A85367",0,"F"
"A85369",0,"F"
"A85371",0,"M"
"A85372",72.2,"M"
"A85373",0,"M"
"A85375",0,"F"
"A85376",0,"M"
"A85377",0,"M"
"A85379",0,"F"
"A85381",90.034,"F"
"A85382",0,"M"
"A85383",0,"F"
"A85385",0,"M"
"A85386",0,"F"
"A85388",0,"F"
"A85389",0,"F"
"A85390",0,"F"
"A85391",0,"M"
"A85393",0,"M"
"A85394",0,"M"
"A85395",0,"F"
"A85398",0,"M"
"A85399",0,"F"
"A85400",0,"M"
"A85401",0,"F"
"A85402",0,"F"
"A85404",0,"F"
"A85406",0,"M"
"A85407",0,"F"
"A85410",0,"F"
"A85411",0,"F"
"A85413",0,"F"
"A85416",0,"F"
"A85417",0,"F"
"A85418",0,"M"
"A85419",0,"M"
"A85420",0,"M"
"A85421",0,"M"
"A85422",0,"M"
"A85423",0,"M"
"A85424",0,"M"
"A85425",0,"F"
"A85426",0,"M"
"A85429",0,"F"
"A85430",0,"F"
"A85432",0,"M"
"A85433",0,"M"
"A85434",0,"M"
"A85435",0,"F"
"A85436",0,"M"
"A85440",0,"F"
"A85441",0,"F"
"A85442",0,"F"
"A85443",0,"M"
"A85444",0,"F"
"A85445",0,"F"
"A85447",0,"F"
"A85449",0,"F"
"A85450",83,"M"
"A85451",0,"F"
"A85453",0,"F"
"A85455",0,"F"
"A85456",0,"M"
"A85460",0,"F"
"A85463",0,"F"
"A85469",0,"F"
"A85471",0,"F"
"A85473",0,"F"
"A85475",0,"F"
"A85478",0,"F"
"A85479",0,"M"
"A85480",0,"M"
"A85481",0,"M"
"A85482",0,"M"
"A85483",0,"M"
"A85484",0,"M"
"A85485",0,"M"
"A85486",0,"M"
"A85489",0,"M"
"A85490",0,"M"
"A85492",0,"M"
"A85493",0,"M"
"A85494",0,"M"
"A85495",0,"M"
"A85496",0,"M"
"A85497",0,"F"
"A85498",0,"M"
"A85499",0,"F"
"A85500",0,"F"
"A85501",0,"F"
"A85502",0,"F"
"A85507",0,"F"
"A85509",0,"F"
"A85510",94,"M"
"A85512",0,"M"
"A85514",0,"M"
"A85515",0,"F"
"A85516",0,"M"
"A85517",0,"F"
"A85518",0,"F"
"A85520",0,"F"
"A85521",0,"F"
"A85523",0,"M"
"A85527",0,"M"
"A85528",0,"M"
"A85529",0,"M"
"A85530",0,"M"
"A85531",0,"M"
"A85533",0,"F"
"A85534",0,"M"
"A85535",0,"M"
"A85537",0,"M"
"A85539",0,"M"
"A85540",0,"F"
"A85541",0,"F"
"A85545",0,"F"
"A85546",0,"F"
"A85547",0,"M"
"A85548",0,"M"
"A85549",0,"M"
"A85551",0,"F"
"A85552",0,"M"
"A85554",0,"M"
"A85555",0,"M"
"A85556",0,"F"
"A85558",0,"M"
"A85559",0,"M"
"A85562",0,"M"
"A85563",0,"M"
"A85564",0,"F"
"A85565",0,"F"
"A85568",0,"M"
"A85569",0,"F"
"A85571",0,"M"
"A85572",0,"F"
"A85573",0,"M"
"A85574",0,"F"
"A85576",0,"F"
"A85577",0,"F"
"A85578",0,"M"
"A85579",0,"M"
"A85583",0,"M"
"A85585",0,"F"
"A85587",0,"F"
"A85588",0,"F"
"A85590",0,"M"
"A85591",0,"M"
"A85592",0,"M"
"A85594",0,"M"
"A85595",0,"M"
"A85598",0,"M"
"A85599",0,"M"
"A85600",0,"M"
"A85601",0,"F"
"A85603",0,"M"
"A85604",0,"M"
"A85606",0,"F"
"A85610",0,"M"
"A85612",0,"M"
"A85613",0,"F"
"A85614",0,"M"
"A85615",0,"F"
"A85616",0,"F"
"A85617",0,"M"
"A85618",0,"M"
"A85619",0,"F"
"A85622",0,"F"
"A85624",0,"F"
"A85625",0,"M"
"A85626",0,"M"
"A85630",0,"M"
"A85633",0,"M"
"A85634",0,"F"
"A85635",0,"F"
"A85636",0,"F"
"A85637",0,"F"
"A85638",0,"M"
"A85639",0,"M"
"A85641",0,"M"
"A85642",0,"F"
"A85645",0,"M"
"A85646",0,"M"
"A85647",0,"F"
"A85649",0,"F"
"A85651",0,"F"
"A85652",0,"M"
"A85654",0,"M"
"A85655",0,"M"
"A85657",0,"F"
"A85659",0,"M"
"A85661",0,"F"
"A85662",0,"F"
"A85663",0,"F"
"A85664",0,"M"
"A85665",0,"M"
"A85668",0,"F"
"A85669",0,"F"
"A85670",0,"M"
"A85675",0,"M"
"A85677",0,"F"
"A85678",0,"M"
"A85679",0,"M"
"A85680",0,"F"
"A85681",0,"F"
"A85682",0,"M"
"A85684",0,"F"
"A85686",0,"M"
"A85687",0,"M"
"A85688",0,"M"
"A85689",0,"M"
"A85690",0,"F"
"A85691",0,"M"
"A85693",0,"M"
"A85694",0,"M"
"A85695",0,"F"
"A85696",0,"F"
"A85698",0,"M"
"A85700",0,"M"
"A85701",0,"M"
"A85702",0,"F"
"A85703",0,"M"
"A85704",0,"M"
"A85705",0,"M"
"A85706",0,"M"
"A85707",0,"F"
"A85710",0,"F"
"A85711",0,"F"
"A85712",0,"M"
"A85713",0,"M"
"A85714",0,"M"
"A85715",0,"F"
"A85716",0,"M"
"A85717",0,"M"
"A85718",0,"M"
"A85719",0,"F"
"A85720",0,"F"
"A85722",0,"F"
"A85725",0,"M"
"A85727",0,"F"
"A85728",0,"F"
"A85729",74,"M"
"A85731",0,"M"
"A85732",92.076,"M"
"A85734",0,"F"
"A85735",0,"F"
"A85736",0,"F"
"A85738",0,"M"
"A85739",0,"F"
"A85740",0,"M"
"A85741",0,"M"
"A85743",0,"M"
"A85744",0,"M"
"A85745",0,"F"
"A85746",0,"M"
"A85748",0,"M"
"A85749",75.933,"M"
"A85750",0,"F"
"A85752",0,"M"
"A85753",78.6,"M"
"A85754",0,"M"
"A85755",0,"M"
"A85756",0,"M"
"A85757",0,"M"
"A85759",0,"M"
"A85761",0,"M"
"A85762",0,"F"
"A85763",0,"F"
"A85768",0,"F"
"A85769",0,"M"
"A85770",0,"F"
"A85771",0,"M"
"A85777",0,"F"
"A85778",0,"M"
"A85782",0,"M"
"A85783",0,"M"
"A85784",0,"F"
"A85785",0,"F"
"A85787",0,"F"
"A85789",0,"M"
"A85790",0,"M"
"A85793",0,"F"
"A85794",0,"M"
"A85795",0,"M"
"A85798",0,"M"
"A85799",76.857,"M"
"A85802",0,"M"
"A85803",0,"M"
"A85804",0,"M"
"A85805",0,"M"
"A85806",0,"F"
"A85807",0,"M"
"A85811",0,"M"
"A85812",0,"M"
"A85813",0,"F"
"A85814",0,"F"
"A85815",0,"F"
"A85818",0,"F"
"A85820",0,"M"
"A85821",0,"F"
"A85822",81.833,"M"
"A85823",0,"F"
"A85825",0,"M"
"A85826",0,"M"
"A85828",0,"M"
"A85830",0,"F"
"A85832",89.642,"F"
"A85835",94.8,"M"
"A85836",0,"M"
"A85837",0,"F"
"A85838",0,"M"
"A85839",0,"M"
"A85840",82.615,"F"
"A85841",68.8,"M"
"A85842",70.857,"M"
"A85845",0,"F"
"A85847",76.266,"F"
"A85848",0,"F"
"A85858",0,"M"
"A85863",0,"M"
"A85874",0,"F"
"A85876",0,"M"
"A85879",0,"M"
"A85880",87.5,"M"
"A85881",0,"F"
"A85944",74.611,"F"
"A86076",83.392,"M"
"A86111",77.965,"F"
"A86114",80.672,"M"
"A86124",89.478,"M"
"A86165",74.377,"M"
"A86178",78.84,"F"
"A86197",80.921,"F"
"A86209",62.322,"F"
"A86219",81.8,"M"
"A86361",77.438,"M"
"A86416",91.979,"F"
"A86435",92.48,"F"
"A86437",78.963,"M"
"A86440",79.695,"M"
"A86442",90.567,"M"
"A86443",78.764,"M"
"A86448",91.035,"M"
"A86457",87.98,"M"
"A86460",83,"M"
"A86465",88.023,"M"
"A86467",79.864,"M"
"A86470",80.571,"M"
"A86471",82,"M"
"A86474",77.365,"M"
"A86477",82.156,"M"
"A86478",91.28,"F"
"A86479",83.784,"M"
"A86484",83.437,"M"
"A86485",82,"F"
"A86486",79.222,"F"
"A86487",82.1,"M"
"A86488",75.139,"M"
"A86489",91.96,"F"
"A86490",88.755,"M"
"A86491",75.29,"M"
"A86493",71.305,"M"
"A86494",74.78,"M"
"A86495",85.975,"M"
"A86496",86.92,"M"
"A86499",75.27,"M"
"A86503",81.473,"F"
"A86504",81.275,"M"
"A86507",86.047,"M"
"A86508",94.882,"M"
"A86511",86.128,"M"
"A86514",82.652,"F"
"A86518",86.975,"M"
"A86520",78.268,"M"
"A86521",90.325,"M"
"A86522",89.05,"F"
"A86523",92.8,"F"
"A86524",84.761,"M"
"A86525",83.081,"M"
"A86527",85.666,"M"
"A86731",84.097,"F"
"A86751",82.039,"F"
"A86786",72.477,"M"
"A86820",75.051,"F"
"A86827",83.343,"F"
"A86838",74.255,"M"
"A86839",75.426,"M"
"A86841",80.301,"M"
"A86842",87.44,"F"
"A86846",73.225,"F"
"A86847",74.413,"M"
"A86856",81.02,"F"
"A86861",76.464,"M"
"A86863",75.416,"F"
"A86865",81.687,"F"
"A86875",84.426,"F"
"A86882",72.741,"M"
"A86883",82.131,"M"
"A86884",87.541,"F"
"A86885",85.588,"F"
"A86886",69.465,"M"
"A86899",95.122,"M"
"A86900",85.851,"F"
"A86927",83.111,"F"
"A86931",70.121,"F"
"A86934",81.659,"M"
"A86936",67.836,"M"
"A86942",81.111,"F"
"A86945",67.843,"M"
"A86946",87.588,"F"
"A86950",77.903,"M"
"A86951",82.471,"M"
"A86952",75.377,"M"
"A86973",79.84,"M"
"A86974",88.767,"F"
"A86975",80.062,"M"
"A86980",79.931,"M"
"A86991",76.04,"M"
"A86993",90.518,"F"
"A86994",71.783,"M"
"A86995",77,"M"
"A86997",87.173,"F"
"A86998",85.346,"M"
"A86999",71.941,"M"
"A87000",87.019,"M"
"A87001",83.695,"F"
"A87003",73.388,"M"
"A87005",88,"M"
"A87009",85.34,"M"
"A87013",82.918,"F"
"A87014",82.386,"F"
"A87018",83.367,"F"
"A87020",86.48,"M"
"A87027",81.843,"F"
"A87029",86.136,"M"
"A87030",89.72,"F"
"A87031",83.895,"M"
"A87053",70.958,"M"
"A87055",82.404,"M"
"A87058",83.16,"M"
"A87062",92.702,"M"
"A87063",80.103,"F"
"A87064",77.578,"F"
"A87065",91.325,"M"
"A87066",79.138,"M"
"A87069",91.547,"M"
"A87072",83.89,"F"
"A87073",80.775,"F"
"A87076",90.071,"F"
"A87077",79.133,"M"
"A87079",79.2,"F"
"A87080",86.162,"F"
"A87081",90.111,"M"
"A87084",83.296,"M"
"A87085",76.333,"M"
"A87086",72.958,"M"
"A87087",88.4,"F"
"A87088",82.58,"F"
"A87089",88.974,"F"
"A87094",84.1,"M"
"A87095",85,"F"
"A87096",95.555,"F"
"A87097",84.973,"F"
"A87098",92.257,"F"
"A87101",74.5,"M"
"A87103",85.263,"F"
"A87104",80.022,"F"
"A87105",65.942,"M"
"A87108",91.285,"M"
"A87117",74.525,"M"
"A87118",91.815,"F"
"A87119",81.741,"M"
"A87120",74.052,"F"
"A87125",86.527,"M"
"A87127",82.846,"M"
"A87128",89.743,"M"
"A87129",93.5,"M"
"A87130",83.371,"F"
"A87137",76.153,"M"
"A87144",76.305,"M"
"A87146",70.235,"M"
"A87147",75.38,"M"
"A87148",69.686,"M"
"A87149",78.493,"M"
"A87153",80.571,"M"
"A87155",83.052,"M"
"A87157",75.962,"M"
"A87160",77.538,"M"
"A87163",93.888,"M"
"A87165",94.285,"M"
"A87172",74.444,"M"
"A87175",93.36,"F"
"A87178",90.695,"M"
"A87179",88.16,"F"
"A87182",90.956,"M"
"A87188",71.507,"M"
"A87189",80.925,"F"
"A87190",90.52,"F"
"A87194",82.607,"M"
"A87195",90.692,"M"
"A87198",92,"M"
"A87200",79.692,"M"
"A87203",78.733,"M"
"A87208",87.62,"M"
"A87209",80.814,"M"
"A87211",90.224,"M"
"A87212",83.516,"M"
"A87215",78.125,"F"
"A87216",83.185,"F"
"A87217",86.888,"F"
"A87218",92.04,"M"
"A87219",85,"M"
"A87220",92.08,"M"
"A87223",74.615,"M"
"A87224",68.071,"M"
"A87226",70.166,"M"
"A87227",67.727,"M"
"A87228",74.431,"M"
"A87231",70.761,"M"
"A87232",80.36,"M"
"A87234",74.312,"M"
"A87235",85.754,"M"
"A87236",74.1,"M"
"A87237",82.24,"M"
"A87238",79.54,"M"
"A87239",81.333,"M"
"A87244",85.517,"M"
"A87247",76.255,"M"
"A87248",91.51,"M"
"A87249",76.134,"M"
"A87250",82.382,"M"
"A87252",76.461,"M"
"A87253",83.428,"M"
"A87255",80.923,"M"
"A87256",85.153,"F"
"A87257",91.615,"F"
"A87259",88.571,"F"
"A87260",81.23,"M"
"A87261",74.313,"M"
"A87262",95.549,"F"
"A87265",83.142,"M"
"A87266",88.947,"M"
"A87268",92.538,"F"
"A87269",84.5,"F"
"A87273",91.071,"M"
"A87274",81.5,"M"
"A87275",74.468,"M"
"A87277",78.291,"M"
"A87278",82.2,"F"
"A87280",97.716,"F"
"A87281",83.34,"M"
"A87282",78.416,"M"
"A87283",81.571,"M"
"A87286",84.923,"M"
"A87287",83.461,"M"
"A87288",0,"F"
"A87289",85.5,"M"
"A87290",0,"M"
"A87292",87.571,"M"
"A87294",95.714,"F"
"A87295",0,"F"
"A87296",81.5,"F"
"A87299",92.538,"M"
"A87300",72,"M"
"A87301",81.133,"M"
"A87302",78.538,"M"
"A87303",0,"F"
"A87304",71.363,"M"
"A87306",95.961,"M"
"A87312",82.513,"M"
"A87313",70.894,"M"
"A87314",79.437,"M"
"A87315",84.1,"M"
"A87316",78.88,"M"
"A87317",89.416,"F"
"A87319",82.444,"F"
"A87320",85.16,"F"
"A87332",72.942,"M"
"A87363",80.25,"M"
"A87371",74.558,"M"
"A87373",77.107,"F"
"A87382",66.488,"M"
"A87385",72.357,"M"
"A87387",81.59,"M"
"A87388",83.977,"M"
"A87391",82.536,"F"
"A87392",80.224,"F"
"A87396",95.52,"F"
"A87398",74.307,"M"
"A87399",78,"M"
"A87401",91.266,"F"
"A87403",96,"F"
"A87407",83.636,"M"
"A87415",83.529,"M"
"A87418",73.037,"M"
"A87420",91.069,"M"
"A87458",88.847,"F"
"A87459",74.4,"M"
"A87477",88.561,"F"
"A87478",75.645,"M"
"A87482",85.981,"F"
"A87484",90.547,"M"
"A87486",83.204,"M"
"A87487",91.306,"M"
"A87489",85.211,"M"
"A87497",83.98,"F"
"A87499",93.725,"M"
"A87502",88.28,"M"
"A87503",94,"F"
"A87504",83.425,"M"
"A87507",79.333,"M"
"A87508",85.673,"M"
"A87509",82.454,"M"
"A87510",83.475,"F"
"A87513",86.86,"F"
"A87515",81.979,"M"
"A87518",88.98,"M"
"A87519",95.071,"M"
"A87521",83.84,"F"
"A87522",74.319,"M"
"A87523",78.529,"M"
"A87524",82.044,"M"
"A87527",82.204,"M"
"A87537",77.422,"M"
"A87538",85.607,"F"
"A87551",66.553,"M"
"A87556",96.658,"M"
"A87557",90.054,"M"
"A87560",78.285,"M"
"A87562",80.461,"M"
"A87566",78.363,"M"
"A87570",0,"F"
"A87571",87.461,"M"
"A87573",85.294,"M"
"A87575",83.943,"M"
"A87577",80.25,"F"
"A87578",89.956,"M"
"A87579",87.854,"M"
"A87581",92.769,"M"
"A87584",73.175,"M"
"A87585",81.697,"F"
"A87587",79.134,"F"
"A87588",88.404,"F"
"A87589",84.628,"F"
"A87595",86.666,"F"
"A87596",83.555,"M"
"A87597",83.432,"M"
"A87600",77.121,"M"
"A87601",78.833,"M"
"A87602",83.178,"M"
"A87603",82.029,"M"
"A87606",85.648,"M"
"A87607",90.829,"F"
"A87609",65.565,"M"
"A87610",73.6,"M"
"A87611",77.84,"M"
"A87615",82.086,"F"
"A87621",76.609,"M"
"A87623",74.029,"M"
"A87627",93.95,"M"
"A87630",82.35,"M"
"A87631",89.717,"M"
"A87633",88.076,"M"
"A87635",94.326,"M"
"A87638",80.352,"M"
"A87646",64.431,"M"
"A87647",81.88,"M"
"A87652",71.435,"M"
"A87665",92.935,"M"
"A87666",84.066,"F"
"A87667",84.68,"F"
"A87669",91.52,"F"
"A87670",80.15,"M"
"A87672",72.142,"F"
"A87674",89,"F"
"A87677",78.1,"M"
"A87678",83.23,"F"
"A87682",77.23,"M"
"A87684",83.36,"F"
"A87686",0,"M"
"A87687",87.076,"F"
"A87688",87.958,"F"
"A87691",83.375,"M"
"A87692",0,"F"
"A87693",79,"M"
"A87694",0,"F"
"A87696",78.5,"M"
"A87697",86.384,"M"
"A87698",42.5,"M"
"A87699",81.75,"F"
"A87702",80.592,"M"
"A87703",86.863,"M"
"A87704",89.818,"F"
"A87705",94.307,"F"
"A87707",78.904,"M"
"A87708",86.727,"F"
"A87710",83.714,"M"
"A87712",81.294,"M"
"A87719",79.681,"M"
"A87721",58.909,"M"
"A87723",79.833,"M"
"A87724",82.777,"M"
"A87739",74.73,"M"
"A87742",72.166,"M"
"A87755",92.769,"F"
"A87756",92.928,"F"
"A87757",88.857,"M"
"A87758",88.307,"F"
"A87759",89.25,"F"
"A87760",89.769,"F"
"A87761",85.5,"M"
"A87762",85,"F"
"A87763",88.8,"F"
"A87764",87.533,"F"
"A87765",88.571,"M"
"A87768",93.384,"F"
"A87770",88.785,"M"
"A87773",92.375,"F"
"A87777",82.846,"F"
"A87779",95.933,"M"
"A87780",77.866,"M"
"A87781",89.142,"M"
"A87786",76.787,"M"
"A87787",75.23,"M"
"A87789",89.285,"F"
"A87791",0,"M"
"A87793",0,"M"
"A87794",0,"M"
"A87796",0,"F"
"A87797",0,"M"
"A87798",0,"M"
"A87800",0,"M"
"A87802",0,"M"
"A87803",0,"M"
"A87804",0,"M"
"A87805",0,"M"
"A87806",0,"M"
"A87807",0,"M"
"A87808",0,"F"
"A87810",85.761,"M"
"A87812",79.769,"M"
"A87813",82.25,"M"
"A87815",94.836,"F"
"A87817",74.886,"M"
"A87818",92.09,"F"
"A87820",80.176,"M"
"A87822",82.311,"M"
"A87824",80.933,"M"
"A87828",83.051,"M"
"A87829",79.666,"F"
"A87831",94.727,"M"
"A87832",90.634,"M"
"A87837",78.191,"M"
"A87838",94.4,"M"
"A87840",78.204,"M"
"A87841",80.38,"M"
"A87845",0,"M"
"A87846",0,"M"
"A87853",0,"M"
"A87854",0,"F"
"A87855",0,"M"
"A87856",0,"M"
"A87860",64.454,"M"
"A87861",0,"M"
"A87865",82.804,"F"
"A87866",95.181,"F"
"A87867",0,"M"
"A87869",78.142,"M"
"A87871",88.725,"F"
"A87875",91.238,"F"
"A87878",89.333,"F"
"A87880",88.608,"F"
"A87882",93.615,"M"
"A87883",86.475,"M"
"A87885",84.5,"F"
"A87887",81,"M"
"A87888",82.111,"M"
"A87890",83.416,"M"
"A87891",92.666,"F"
"A87895",88.892,"M"
"A87896",84.576,"M"
"A87897",84.9,"M"
"A87899",87.538,"M"
"A87900",93.75,"M"
"A87902",82.884,"M"
"A87903",84.36,"M"
"A87908",95.24,"M"
"A87909",91.09,"F"
"A87910",87.826,"M"
"A87915",91.923,"F"
"A87916",88.846,"M"
"A87918",94.076,"F"
"A87923",87.538,"M"
"A87925",0,"F"
"A87926",72,"M"
"A87927",82.818,"F"
"A87928",91.23,"M"
"A87971",72.964,"M"
"A87975",78.553,"M"
"A87976",79.56,"F"
"A87980",71.958,"M"
"A87984",74.23,"M"
"A87985",84.913,"F"
"A87988",80.904,"M"
"A87989",79.38,"M"
"A87990",90.061,"M"
"A87999",75.462,"F"
"A88006",80.693,"M"
"A88048",75.192,"M"
"A88135",74.773,"M"
"A88137",90,"M"
"A88183",80.676,"M"
"A88204",87.29,"M"
"A88218",85.341,"F"
"A88283",79.5,"F"
"A88286",82.4,"F"
"A88287",83.076,"F"
"A88289",0,"F"
"A88290",76.538,"F"
"A88292",81.833,"M"
"A88293",89.454,"M"
"A88295",82.692,"M"
"A88297",79.545,"M"
"A88303",0,"M"
"A88308",0,"M"
"A88314",67.189,"M"
"A88317",78.819,"M"
"A88321",82.142,"M"
"A88322",84.49,"M"
"A88329",87.727,"M"
"A88333",68.128,"M"
"A88337",86.303,"F"
"A88353",98.205,"F"
"A88356",93.571,"M"
"A88359",88.882,"M"
"A88362",76.519,"M"
"A88363",82.705,"M"
"A88365",75.074,"M"
"A88367",75.838,"M"
"A88371",78.333,"M"
"A88383",77.76,"M"
"A88390",77.12,"F"
"A88397",81.666,"M"
"A88399",88.404,"F"
"A88402",84.75,"M"
"A88403",85.913,"M"
"A88410",77.092,"M"
"A88414",83.285,"F"
"A88417",86.571,"M"
"A88426",82.142,"M"
"A88427",80.957,"F"
"A88429",78.022,"M"
"A88433",80.725,"F"
"A88434",79.641,"F"
"A88440",80.425,"M"
"A88441",84.25,"F"
"A88442",72.39,"M"
"A88445",87.375,"M"
"A88447",78.692,"M"
"A88455",78.173,"M"
"A88460",83.333,"F"
"A88464",0,"M"
"A88468",0,"F"
"A88471",94.902,"M"
"A88472",0,"F"
"A88506",85.596,"M"
"A88514",77.227,"M"
"A88529",77.204,"M"
"A88535",83.522,"M"
"A88537",76.679,"F"
"A88548",73.035,"M"
"A88590",75.186,"M"
"A88594",86.907,"F"
"A88595",81.313,"M"
"A88600",91.921,"M"
"A88601",74.978,"M"
"A88603",83.627,"M"
"A88605",87.155,"F"
"A88612",74.476,"F"
"A88617",79.111,"F"
"A88623",77.833,"M"
"A88625",78.158,"F"
"A88635",70.982,"M"
"A88636",80.339,"M"
"A88638",74.333,"M"
"A88640",75,"M"
"A88643",82.358,"F"
"A88645",85.638,"M"
"A88649",87,"M"
"A88650",94.326,"M"
"A88651",87.526,"F"
"A88654",83.543,"M"
